rna_RD001	rna_RD002	rna_RD003	rna_RD004	rna_RD005	rna_RD006	rna_RD007	rna_RD008	rna_RD009	rna_RD010	rna_RD011	rna_RD012	rna_RD013	rna_RD014	rna_RD015	rna_RD016	rna_RD017	rna_RD018	rna_RD019	rna_RD020	rna_RD021
ENSMUSG00000073676.4	35.09	34.22	44.68	65.69	51.36	59.62	39.97	45.03	25.12	14.96	18.02	17.64	9.98	29.08	19.17	16.51	0	3.2	10.83	0	0
ENSMUSG00000073678.4	0.68	0	0.38	0	0	0.64	0.39	0.88	0	0	0.3	0.2	1.07	0.21	0	0.19	0	0	0	0.77	0
ENSMUSG00000073679.2	6.82	3.62	22.31	14.57	7.04	7.5	15.51	12.34	10.99	0	9	20.6	5.81	21.19	0	7.71	0	26.09	12.63	25.42	52.4
ENSMUSG00000073680.2	0	0	0	0	0	0	0.62	0	0	0.56	0.95	0	0	0.67	0	0	0	0	0.67	0	0
ENSMUSG00000073682.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073684.13	5.9	0	2.15	9.4	0	5.75	0	3.57	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073686.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073699.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073700.3	1.86	2	0.51	2.01	0.48	1.74	0	0	1	0.96	0	0	0	1.16	0	0	0	0.51	0	0.58	0.59
ENSMUSG00000073702.11	373.93	370.86	227.94	423.71	414.22	545.68	518.75	436.35	235.3	75.14	30.16	43.72	64.1	120.26	31.02	19.9	0	25.03	28.71	5	33.36
ENSMUSG00000073705.10	0	0	18.05	5.35	0	7.32	0	0	3.67	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073716.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16	0	0	0
ENSMUSG00000073721.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073722.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073723.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073724.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073725.8	0.7	1.34	10.6	0.38	4.61	11.09	0.48	0.96	0	1.09	5.4	0	0.36	15.54	5.1	5.55	0	0	4.2	0.44	0
ENSMUSG00000073728.10	6.52	4.67	4.77	6.44	9.05	7.29	9.36	6.95	11.08	17.93	6.72	12.49	7.94	9.47	10.75	10.38	23.83	9.81	7.37	10.79	6.08
ENSMUSG00000073730.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073731.12	32.63	40.53	41.57	23.28	36.08	30.01	37.19	17.25	38.28	110.82	58.88	114.74	95.13	99.63	65.22	71.15	0	77.26	47.02	84.18	61.59
ENSMUSG00000073733.4	0	0	0	0	0	0	1.97	0	0	0	0	0	0	2.14	0	0	0	0	0	0	0
ENSMUSG00000073735.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073737.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073739.3	0	0	0	0	0.86	1.23	0.95	0	1.77	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073747.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073752.1	5.11	0	0	0	0	0	0	4.59	0	0	0	0	4.33	6.34	0	0	0	0	0	0	0
ENSMUSG00000073753.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073755.4	0.66	0.71	0	0	0	0	0	0	0	0	0.58	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073758.10	8.41	22.81	19.3	20.06	23.68	16.15	15.43	30.22	21.43	4.81	3.66	1.7	0.69	3.97	1.7	3.54	0	1.02	6.41	2.61	1.79
ENSMUSG00000073759.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073761.2	0.88	1.89	1.94	0	1.83	0.66	0	0	0	0	0	0	0.76	0	0.73	0	0	0	1.09	0	0
ENSMUSG00000073764.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073765.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073768.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073769.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073771.11	8.23	7.73	9.9	1.94	3.75	13.38	6.21	7.11	9.71	9.29	0	7.61	0	6.75	7.43	10.17	0	7.91	7.63	2.25	4.61
ENSMUSG00000073774.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073775.4	2.43	3.91	1.33	3.92	2.53	5.41	4.18	4.43	5.22	0	1.07	0	0	1.51	0	2.73	0	0	1.51	0	0
ENSMUSG00000073778.2	50.13	34.26	57.03	60.24	78.97	72.59	41.24	47.39	62.43	37.05	35.35	31.38	22.3	47.38	41.16	45.13	0	35.08	81.83	22.41	22.99
ENSMUSG00000073779.7	0	0	0	0.68	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073781.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073785.2	0	0	0	0	1.82	0	0	1.6	0	0	0	0	0	0	0	0	0	1.92	0	0	0
ENSMUSG00000073786.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073787.4	62.18	48.92	60.71	65.66	61.79	53.76	48.88	62.34	60.34	95.15	44.1	127.29	48.84	118.28	55.91	79.75	39.96	94.36	113.41	87.97	94.34
ENSMUSG00000073789.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073791.11	9.72	4.64	0	15.97	6.41	7.72	1.32	24.73	13.47	0	5.49	0	0	7.77	0	14.31	0	0	0	0	0
ENSMUSG00000073792.11	2.44	1.31	4.02	9.28	1.27	6.91	8.54	3.35	3.93	1.26	4.46	2.93	3.03	9.89	1.51	4.1	0	0	1.51	0	0
ENSMUSG00000073794.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073795.11	33.99	18.81	32.17	14.95	30.87	13.48	13.25	20.77	38.69	1.44	1.23	0	2.4	1.74	0	4.71	30.58	0	1.73	1.74	5.33
ENSMUSG00000073797.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073802.4	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79	0	0
ENSMUSG00000073803.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073804.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073805.5	0.56	1.46	0	0	0	0.42	0	0.51	0	0	0	0.67	0.48	0.7	0.46	0	0	0	0	0	0
ENSMUSG00000073807.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.95	0	0	0
ENSMUSG00000073809.1	0	0	0	0	0	0	0	6.83	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073811.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073821.11	3.52	7.47	7.67	7.51	0	5.15	8	3.18	3.78	3.59	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073830.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073834.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073835.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073838.10	10.33	3.78	16.15	8.29	20.47	9.94	9.43	22.18	1.2	3.1	4.13	11.26	13.69	19.81	0.97	13.1	0	0	0	1.46	0
ENSMUSG00000073840.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073842.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073843.3	3.69	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073844.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073846.4	0	0	0	0	0	0	0	3.57	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073856.11	58.34	39.02	67.85	47.04	55.69	53.79	46.07	57.31	70.83	47.28	35.47	16.07	32.83	41.65	22.05	56.83	20.94	100.12	9.48	144.86	241.5
ENSMUSG00000073860.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073862.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073867.2	3.92	7.23	6.16	4.23	5.84	3.34	4.51	5.12	7.82	5.78	3.47	3.36	6.26	4.88	5.08	11.3	0	3.07	8.34	4.87	14.21
ENSMUSG00000073876.3	6.35	5.25	3.46	0	0	0	3.61	0.52	0	0	0	0	0	0	0	4.1	0	0	0	0	0
ENSMUSG00000073877.10	0	0	0	0	0	0	0	0	0	4.8	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073878.3	0	5.64	2.89	0	0	5.85	0	2.4	5.69	0	2.33	9.58	0	0	0	0	0	0	0	0	0
ENSMUSG00000073879.4	0	0	0	0	0	0.61	0	0	0	0	0.73	0	0	0	0.68	0	0	0	0	0	0
ENSMUSG00000073888.13	0	8.86	0	7.79	7.53	5.3	0	0	0	0	3.48	4.37	0	0	0	0	0	0	0	0	0
ENSMUSG00000073889.10	4.97	0.01	2.85	6.06	5.77	41.86	0	0	1.07	6.57	8.71	1.2	6.52	8.05	0	1.42	0	0	0	0	0
ENSMUSG00000073893.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073894.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073896.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073897.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073898.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073899.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073900.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073901.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073902.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073906.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073907.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073908.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073909.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073910.10	0	0.65	0	0	2.15	0.23	0	0	2.23	0	0	0.36	0.26	0	0	0	0	0	0.38	0	0
ENSMUSG00000073913.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073914.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073915.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073916.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073917.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073920.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073922.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073923.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073924.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073925.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073926.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073927.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073928.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073929.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073931.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073932.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073937.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073938.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073940.3	75.93	66.81	6.71	33.96	21.45	16.77	10.14	14.13	5.86	6.14	0	14.59	0	0	0	0	0	0	0	0	0
ENSMUSG00000073943.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073944.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073945.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073946.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073947.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073948.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073949.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073950.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073951.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073952.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073953.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073954.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073955.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073956.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073959.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073960.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073961.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073962.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073963.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073964.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073965.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073966.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073967.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073968.4	3.81	0	0	0.86	0	0.62	0	0.76	0	0.86	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073969.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073970.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073971.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073972.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073973.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073974.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073975.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073976.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073977.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073978.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073979.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073980.5	0	0	0	0	0	0	0	0	0	0	0	3.16	0	0	0	0	0	2.86	16.18	13.01	3.34
ENSMUSG00000073982.11	4.84	1.72	7.69	15.06	5.02	7.16	3.69	1.47	8.72	0	0	0	0	2.01	0	1.81	0	0	2	0	0
ENSMUSG00000073985.2	57.34	129.05	71.36	48.13	64.87	110.66	53.88	115.79	84.72	71.52	42.27	28.85	50.79	60.54	58.36	38.69	22.26	67.51	90.95	28.35	19.82
ENSMUSG00000073987.4	0	3.18	2.17	2.13	2.06	2.2	0	1.8	0	1.02	0	2.37	0.85	1.23	0	0	0	0	0	0	0
ENSMUSG00000073988.13	0	0	0	0.71	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073991.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073995.2	3.47	4.95	7.6	1.24	2.4	1.71	6.62	5.27	2.48	3.57	3.06	5.55	0.99	2.87	1.9	1.3	0	1.26	0	1.43	2.93
ENSMUSG00000073997.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073998.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074001.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074003.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074004.3	0	0	0	0	0	1.8	0	0	0	0.83	0	0.97	0	0	0	0	0	0	1	0	0
ENSMUSG00000074006.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074011.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074024.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074026.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074028.4	0	0	1.06	0	0	2.16	0	0	0	2	1.71	4.49	3.33	6.03	0.8	3.26	0	0	0	0	0
ENSMUSG00000074029.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074030.3	4.01	3.88	1.76	3.9	3.76	4.19	3.23	4.04	4.31	0.41	0.71	2.89	1.73	1	0.99	1.8	0	0.88	1.99	1.49	1.52
ENSMUSG00000074034.1	3.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074037.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074039.10	4.77	4.93	10.09	2.48	7.61	4.71	6.28	5.95	8.09	0	0	0	1.36	0	2.61	0	0	1.74	0	0.89	0
ENSMUSG00000074052.7	0	0.57	0	0	0.55	0	0	0.48	0.57	8.75	7.5	6.36	3.64	7.92	4.81	4.75	23.25	0	0	0	2.69
ENSMUSG00000074059.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074060.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074061.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.87	2.21	4.42	7.91
ENSMUSG00000074062.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074063.10	0	0	0	3.27	1.03	0.74	0	0	0	2.88	2.63	3.57	0.85	2.47	0	0	0	0	0	0	0
ENSMUSG00000074064.6	1.81	1.94	0.71	0.98	1.89	1.35	2.08	1.65	1.95	4.67	4	2.18	2.33	1.13	3.73	1.02	0	0	0	0	0.81
ENSMUSG00000074065.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074067.9	0.57	1.84	0.63	0	1.78	1.27	0.65	1.56	2.45	0	0	0	0	0	0	0.64	0	0.62	0.71	0	0
ENSMUSG00000074071.11	0	0.5	0.51	0.5	0	0	0	0.43	0	1.44	0.82	3.35	1.2	4.06	2.3	3.65	10.22	0	0	0	0
ENSMUSG00000074072.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074088.6	6.27	1.34	5.54	5.4	3.77	8.38	5.18	4.57	5.39	0	0	2.43	0	0	0	0	0	0	0	6.82	0
ENSMUSG00000074092.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074093.4	1.85	0	0.68	0	0.64	0.92	2.12	9.67	0.66	1.27	9.41	0.74	4.51	5.54	0	5.52	0	1.35	0	0	0
ENSMUSG00000074102.4	7	7.31	7.05	6.75	3.8	3.14	2.26	6.11	3.61	3.55	0	0	0	0.35	0.23	0.31	0	0.31	0	0	0
ENSMUSG00000074108.1	0	0	0	0	0	0	0	3.41	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074109.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074111.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074113.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074115.5	0	0	0	0	0	0	0.9	7.23	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074121.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074123.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074127.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074128.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074129.13	821.82	674.95	549.28	910.38	930.71	1069.16	828.64	660.84	433.31	231.21	88.37	150.39	26.36	188.81	58.52	38.74	0	35.13	21.29	28.51	5.76
ENSMUSG00000074136.9	5.4	5.79	10.37	5.09	8.43	6.53	4.65	7.03	8.69	8.34	4.82	4.74	11.01	5.04	4.45	3.9	0	2.95	6.69	2.51	2.57
ENSMUSG00000074139.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074141.13	33.4	45.11	46.22	65.25	48.09	24.82	49.88	30.69	48.15	4.4	11.45	23.71	14.47	13.22	5.35	20.27	0	64.41	78.86	38.17	33.19
ENSMUSG00000074146.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074149.9	3.87	5.81	5.95	5	2.42	2.3	0.89	5.65	8.31	9.57	5.47	4.64	3.32	6.74	1.28	4.34	0	3.39	8.63	2.88	2.94
ENSMUSG00000074151.13	0	0	0	0	1.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42	0
ENSMUSG00000074155.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074156.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074158.9	0	0	0.42	1.1	1.06	0.85	0	0.93	0.81	0	0	0	0	0.47	0	0	0	0	0	0	0
ENSMUSG00000074164.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074165.10	0.76	0	0	1.64	1.84	2.22	2.03	0	2.95	0	0	0	0	0	0.41	1.99	0	0	0	0	0
ENSMUSG00000074166.7	29.31	36.24	44.04	47.75	25.11	10.54	54.01	21.28	42.82	44.23	38.06	132.29	59.41	63.85	47.08	25.61	81.84	17.34	12.17	3.77	22.23
ENSMUSG00000074170.5	1.05	0.38	0.77	0.38	1.09	0.52	0.8	0.32	0.37	0	0.31	1.67	0.3	0.87	0	0	0	0	0	0.43	0.44
ENSMUSG00000074171.2	0	1.11	0	0	0	0	0	0.94	0	0	0	0	0	7.06	0	0	0	0	0	0	0
ENSMUSG00000074178.2	14.44	15.39	15.78	10.32	4.98	7.1	19.22	19.66	15.5	4.93	0	0	4.11	2.99	3.95	0	0	10.52	8.92	0	0
ENSMUSG00000074179.11	22.73	7.44	4.76	13.77	5.95	26.75	7.83	4.09	10.31	20.94	2.17	12.62	2.17	5.57	4.08	0	0	0	0	0	0
ENSMUSG00000074182.8	5.92	0.88	2.69	6.6	8.38	3.97	2.12	2.99	1.76	1.69	0	0.98	5.39	0	0	0	0	0.9	0	1.02	0
ENSMUSG00000074183.3	3.44	0	4.22	0	3.08	5.04	3.91	0	0	0	0	0	0	4.39	0	0	0	0	0	0	0
ENSMUSG00000074184.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074194.4	0.64	0	1.37	0	0	0.93	1.43	0.58	1.34	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074195.3	0.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074196.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074199.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074203.4	3.2	10.21	17.46	6.85	19.84	9.4	18.22	8.69	10.32	0	0	0	8.19	3.98	0	14.48	0	0	11.86	15.91	20.48
